,Category,Current Year Total,Date,Difference Method,Month,Monthly Total,Percentage Method,Prior Year Total,Rolling Total,Year
2010-02-01,Alkoholsteuer,397.0,2010-02-01,,2,208.0,,455.0,2045.0,2010
2010-03-01,Alkoholsteuer,527.0,2010-03-01,,3,130.0,,594.0,2036.0,2010
2010-04-01,Alkoholsteuer,660.0,2010-04-01,,4,133.0,,734.0,2029.0,2010
2010-05-01,Alkoholsteuer,848.0,2010-05-01,,5,188.0,,910.0,2041.0,2010
2010-06-01,Alkoholsteuer,965.0,2010-06-01,,6,117.0,,1073.0,1995.0,2010
2010-07-01,Alkoholsteuer,1130.0,2010-07-01,,7,165.0,,1230.0,2003.0,2010
2010-08-01,Alkoholsteuer,1289.0,2010-08-01,,8,159.0,,1391.0,2001.0,2010
2010-09-01,Alkoholsteuer,1455.0,2010-09-01,,9,166.0,,1561.0,1997.0,2010
2010-10-01,Alkoholsteuer,1619.0,2010-10-01,,10,164.0,,1721.0,2001.0,2010
2010-11-01,Alkoholsteuer,1794.0,2010-11-01,,11,175.0,,1894.0,2003.0,2010
2010-12-01,Alkoholsteuer,1993.0,2010-12-01,,12,199.0,,2103.0,1993.0,2010
2011-01-01,Alkoholsteuer,195.0,2011-01-01,,1,195.0,,189.0,1999.0,2011
2011-02-01,Alkoholsteuer,456.0,2011-02-01,,2,261.0,,397.0,2052.0,2011
2011-03-01,Alkoholsteuer,575.0,2011-03-01,,3,119.0,,527.0,2041.0,2011
2011-04-01,Alkoholsteuer,717.0,2011-04-01,,4,142.0,,660.0,2050.0,2011
2011-05-01,Alkoholsteuer,887.0,2011-05-01,,5,170.0,,848.0,2032.0,2011
2011-06-01,Alkoholsteuer,1057.0,2011-06-01,,6,170.0,,965.0,2085.0,2011
2011-07-01,Alkoholsteuer,1220.0,2011-07-01,,7,163.0,,1130.0,2083.0,2011
2011-08-01,Alkoholsteuer,1394.0,2011-08-01,,8,174.0,,1289.0,2098.0,2011
2011-09-01,Alkoholsteuer,1598.0,2011-09-01,,9,204.0,,1455.0,2136.0,2011
2011-10-01,Alkoholsteuer,1776.0,2011-10-01,,10,178.0,,1619.0,2150.0,2011
2011-11-01,Alkoholsteuer,1948.0,2011-11-01,,11,172.0,,1794.0,2147.0,2011
2011-12-01,Alkoholsteuer,2151.0,2011-12-01,,12,203.0,,1993.0,2151.0,2011
2012-01-01,Alkoholsteuer,203.0,2012-01-01,,1,203.0,,195.0,2159.0,2012
2012-02-01,Alkoholsteuer,449.0,2012-02-01,,2,246.0,,456.0,2144.0,2012
2012-03-01,Alkoholsteuer,577.0,2012-03-01,,3,128.0,,575.0,2153.0,2012
2012-04-01,Alkoholsteuer,726.0,2012-04-01,,4,149.0,,717.0,2160.0,2012
2012-05-01,Alkoholsteuer,903.0,2012-05-01,,5,177.0,,887.0,2167.0,2012
2012-06-01,Alkoholsteuer,1067.0,2012-06-01,,6,164.0,,1057.0,2161.0,2012
2012-07-01,Alkoholsteuer,1245.0,2012-07-01,,7,178.0,,1220.0,2176.0,2012
2012-08-01,Alkoholsteuer,1406.0,2012-08-01,,8,161.0,,1394.0,2163.0,2012
2012-09-01,Alkoholsteuer,1574.0,2012-09-01,,9,168.0,,1598.0,2127.0,2012
2012-10-01,Alkoholsteuer,1737.0,2012-10-01,,10,163.0,,1776.0,2112.0,2012
2012-11-01,Alkoholsteuer,1904.0,2012-11-01,,11,167.0,,1948.0,2107.0,2012
2012-12-01,Alkoholsteuer,2123.0,2012-12-01,,12,219.0,,2151.0,2123.0,2012
2013-01-01,Alkoholsteuer,206.0,2013-01-01,,1,206.0,,203.0,2126.0,2013
2013-02-01,Alkoholsteuer,425.0,2013-02-01,,2,219.0,,449.0,2099.0,2013
2013-03-01,Alkoholsteuer,580.0,2013-03-01,,3,155.0,,577.0,2126.0,2013
2013-04-01,Alkoholsteuer,721.0,2013-04-01,,4,141.0,,726.0,2118.0,2013
2013-05-01,Alkoholsteuer,903.0,2013-05-01,,5,182.0,,903.0,2123.0,2013
2013-06-01,Alkoholsteuer,1052.0,2013-06-01,,6,149.0,,1067.0,2108.0,2013
2013-07-01,Alkoholsteuer,1222.0,2013-07-01,,7,170.0,,1245.0,2100.0,2013
2013-08-01,Alkoholsteuer,1380.0,2013-08-01,,8,158.0,,1406.0,2097.0,2013
2013-09-01,Alkoholsteuer,1559.0,2013-09-01,,9,179.0,,1574.0,2108.0,2013
2013-10-01,Alkoholsteuer,1718.0,2013-10-01,,10,159.0,,1737.0,2104.0,2013
2013-11-01,Alkoholsteuer,1888.0,2013-11-01,,11,170.0,,1904.0,2107.0,2013
2013-12-01,Alkoholsteuer,2104.0,2013-12-01,,12,216.0,,2123.0,2104.0,2013
2014-01-01,Alkoholsteuer,197.0,2014-01-01,,1,197.0,,206.0,2095.0,2014
2014-02-01,Alkoholsteuer,421.0,2014-02-01,,2,224.0,,425.0,2100.0,2014
2014-03-01,Alkoholsteuer,556.0,2014-03-01,,3,135.0,,580.0,2080.0,2014
2014-04-01,Alkoholsteuer,699.0,2014-04-01,,4,143.0,,721.0,2082.0,2014
2014-05-01,Alkoholsteuer,858.0,2014-05-01,,5,159.0,,903.0,2059.0,2014
2014-06-01,Alkoholsteuer,1026.0,2014-06-01,,6,168.0,,1052.0,2078.0,2014
2014-07-01,Alkoholsteuer,1181.0,2014-07-01,,7,155.0,,1222.0,2063.0,2014
2014-08-01,Alkoholsteuer,1355.0,2014-08-01,,8,174.0,,1380.0,2079.0,2014
2014-09-01,Alkoholsteuer,1526.0,2014-09-01,,9,171.0,,1559.0,2071.0,2014
2014-10-01,Alkoholsteuer,1674.0,2014-10-01,,10,148.0,,1718.0,2060.0,2014
2014-11-01,Alkoholsteuer,1844.0,2014-11-01,,11,170.0,,1888.0,2060.0,2014
2014-12-01,Alkoholsteuer,2061.0,2014-12-01,,12,217.0,,2104.0,2061.0,2014
2015-01-01,Alkoholsteuer,189.0,2015-01-01,,1,189.0,,197.0,2053.0,2015
2015-02-01,Alkoholsteuer,431.0,2015-02-01,,2,242.0,,421.0,2071.0,2015
2015-03-01,Alkoholsteuer,570.0,2015-03-01,,3,139.0,,556.0,2075.0,2015
2015-04-01,Alkoholsteuer,708.0,2015-04-01,,4,138.0,,699.0,2070.0,2015
2015-05-01,Alkoholsteuer,892.0,2015-05-01,,5,184.0,,858.0,2095.0,2015
2015-06-01,Alkoholsteuer,1041.0,2015-06-01,,6,149.0,,1026.0,2076.0,2015
2015-07-01,Alkoholsteuer,1197.0,2015-07-01,,7,156.0,,1181.0,2077.0,2015
2015-08-01,Alkoholsteuer,1366.0,2015-08-01,,8,169.0,,1355.0,2072.0,2015
2015-09-01,Alkoholsteuer,1537.0,2015-09-01,,9,171.0,,1526.0,2072.0,2015
2015-10-01,Alkoholsteuer,1690.0,2015-10-01,,10,153.0,,1674.0,2077.0,2015
2015-11-01,Alkoholsteuer,1865.0,2015-11-01,,11,175.0,,1844.0,2082.0,2015
2015-12-01,Alkoholsteuer,2072.0,2015-12-01,,12,207.0,,2061.0,2072.0,2015
2016-01-01,Alkoholsteuer,195.0,2016-01-01,,1,195.0,,189.0,2078.0,2016
2016-02-01,Alkoholsteuer,434.0,2016-02-01,,2,239.0,,431.0,2075.0,2016
2016-03-01,Alkoholsteuer,566.0,2016-03-01,,3,132.0,,570.0,2068.0,2016
2016-04-01,Alkoholsteuer,708.0,2016-04-01,,4,142.0,,708.0,2072.0,2016
2016-05-01,Alkoholsteuer,886.0,2016-05-01,,5,178.0,,892.0,2066.0,2016
2016-06-01,Alkoholsteuer,1039.0,2016-06-01,,6,153.0,,1041.0,2070.0,2016
2016-07-01,Alkoholsteuer,1210.0,2016-07-01,,7,171.0,,1197.0,2085.0,2016
2016-08-01,Alkoholsteuer,1375.0,2016-08-01,,8,165.0,,1366.0,2081.0,2016
2016-09-01,Alkoholsteuer,1539.0,2016-09-01,,9,164.0,,1537.0,2074.0,2016
2016-10-01,Alkoholsteuer,1710.0,2016-10-01,,10,171.0,,1690.0,2092.0,2016
2016-11-01,Alkoholsteuer,1873.0,2016-11-01,,11,163.0,,1865.0,2080.0,2016
2016-12-01,Alkoholsteuer,2072.0,2016-12-01,,12,199.0,,2072.0,2072.0,2016
2017-01-01,Alkoholsteuer,214.0,2017-01-01,,1,214.0,,195.0,2091.0,2017
2017-02-01,Alkoholsteuer,453.0,2017-02-01,,2,239.0,,434.0,2091.0,2017
2017-03-01,Alkoholsteuer,578.0,2017-03-01,,3,125.0,,566.0,2084.0,2017
2017-04-01,Alkoholsteuer,718.0,2017-04-01,,4,140.0,,708.0,2082.0,2017
2017-05-01,Alkoholsteuer,900.0,2017-05-01,,5,182.0,,886.0,2086.0,2017
2017-06-01,Alkoholsteuer,1055.0,2017-06-01,,6,155.0,,1039.0,2088.0,2017
2017-07-01,Alkoholsteuer,1229.0,2017-07-01,,7,174.0,,1210.0,2091.0,2017
2017-08-01,Alkoholsteuer,1396.0,2017-08-01,,8,167.0,,1375.0,2093.0,2017
2017-09-01,Alkoholsteuer,1557.0,2017-09-01,,9,161.0,,1539.0,2090.0,2017
2017-10-01,Alkoholsteuer,1734.0,2017-10-01,,10,177.0,,1710.0,2096.0,2017
2017-11-01,Alkoholsteuer,1904.0,2017-11-01,,11,170.0,,1873.0,2103.0,2017
2017-12-01,Alkoholsteuer,2096.0,2017-12-01,,12,192.0,,2072.0,2096.0,2017
2018-01-01,Alkoholsteuer,221.0,2018-01-01,,1,221.0,,214.0,2103.0,2018
2018-02-01,Alkoholsteuer,449.0,2018-02-01,,2,228.0,,453.0,2092.0,2018
2018-03-01,Alkoholsteuer,592.0,2018-03-01,,3,143.0,,578.0,2110.0,2018
2018-04-01,Alkoholsteuer,725.0,2018-04-01,,4,133.0,,718.0,2103.0,2018
2018-05-01,Alkoholsteuer,916.0,2018-05-01,,5,191.0,,900.0,2112.0,2018
2018-06-01,Alkoholsteuer,1058.0,2018-06-01,,6,142.0,,1055.0,2099.0,2018
2018-07-01,Alkoholsteuer,1234.0,2018-07-01,,7,176.0,,1229.0,2101.0,2018
2018-08-01,Alkoholsteuer,1418.0,2018-08-01,,8,184.0,,1396.0,2118.0,2018
2018-09-01,Alkoholsteuer,1589.0,2018-09-01,,9,171.0,,1557.0,2128.0,2018
2018-10-01,Alkoholsteuer,1757.0,2018-10-01,,10,168.0,,1734.0,2119.0,2018
2018-11-01,Alkoholsteuer,1917.0,2018-11-01,,11,160.0,,1904.0,2109.0,2018
2018-12-01,Alkoholsteuer,2135.0,2018-12-01,,12,218.0,,2096.0,2135.0,2018
2011-05-01,Luftverkehrsteuer,267.0,2011-05-01,,5,,,0.0,,2011
2011-06-01,Luftverkehrsteuer,348.0,2011-06-01,,6,81.0,,0.0,,2011
2011-07-01,Luftverkehrsteuer,434.0,2011-07-01,,7,86.0,,0.0,,2011
2011-08-01,Luftverkehrsteuer,530.0,2011-08-01,,8,96.0,,0.0,,2011
2011-09-01,Luftverkehrsteuer,622.0,2011-09-01,,9,92.0,,0.0,,2011
2011-10-01,Luftverkehrsteuer,712.0,2011-10-01,,10,90.0,,0.0,,2011
2011-11-01,Luftverkehrsteuer,811.0,2011-11-01,,11,99.0,,0.0,,2011
2011-12-01,Luftverkehrsteuer,905.0,2011-12-01,,12,94.0,,0.0,,2011
2012-01-01,Luftverkehrsteuer,54.0,2012-01-01,,1,54.0,,0.0,,2012
2012-02-01,Luftverkehrsteuer,119.0,2012-02-01,,2,65.0,,59.0,,2012
2012-03-01,Luftverkehrsteuer,187.0,2012-03-01,,3,68.0,,119.0,,2012
2012-04-01,Luftverkehrsteuer,265.0,2012-04-01,,4,78.0,,191.0,,2012
2012-05-01,Luftverkehrsteuer,338.0,2012-05-01,,5,73.0,,267.0,976.0,2012
2012-06-01,Luftverkehrsteuer,421.0,2012-06-01,,6,83.0,,348.0,978.0,2012
2012-07-01,Luftverkehrsteuer,506.0,2012-07-01,,7,85.0,,434.0,977.0,2012
2012-08-01,Luftverkehrsteuer,601.0,2012-08-01,,8,95.0,,530.0,976.0,2012
2012-09-01,Luftverkehrsteuer,671.0,2012-09-01,,9,70.0,,622.0,954.0,2012
2012-10-01,Luftverkehrsteuer,780.0,2012-10-01,,10,109.0,,712.0,973.0,2012
2012-11-01,Luftverkehrsteuer,868.0,2012-11-01,,11,88.0,,811.0,962.0,2012
2012-12-01,Luftverkehrsteuer,948.0,2012-12-01,,12,80.0,,905.0,948.0,2012
2013-01-01,Luftverkehrsteuer,60.0,2013-01-01,,1,60.0,,54.0,954.0,2013
2013-02-01,Luftverkehrsteuer,121.0,2013-02-01,,2,61.0,,119.0,950.0,2013
2013-03-01,Luftverkehrsteuer,183.0,2013-03-01,,3,62.0,,187.0,944.0,2013
2013-04-01,Luftverkehrsteuer,262.0,2013-04-01,,4,79.0,,265.0,945.0,2013
2013-05-01,Luftverkehrsteuer,324.0,2013-05-01,,5,62.0,,338.0,934.0,2013
2013-06-01,Luftverkehrsteuer,420.0,2013-06-01,,6,96.0,,421.0,947.0,2013
2013-07-01,Luftverkehrsteuer,505.0,2013-07-01,,7,85.0,,506.0,947.0,2013
2013-08-01,Luftverkehrsteuer,596.0,2013-08-01,,8,91.0,,601.0,943.0,2013
2013-09-01,Luftverkehrsteuer,680.0,2013-09-01,,9,84.0,,671.0,957.0,2013
2013-10-01,Luftverkehrsteuer,783.0,2013-10-01,,10,103.0,,780.0,951.0,2013
2013-11-01,Luftverkehrsteuer,874.0,2013-11-01,,11,91.0,,868.0,954.0,2013
2013-12-01,Luftverkehrsteuer,978.0,2013-12-01,,12,104.0,,948.0,978.0,2013
2014-01-01,Luftverkehrsteuer,36.0,2014-01-01,,1,36.0,,60.0,954.0,2014
2014-02-01,Luftverkehrsteuer,99.0,2014-02-01,,2,63.0,,121.0,956.0,2014
2014-03-01,Luftverkehrsteuer,164.0,2014-03-01,,3,65.0,,183.0,959.0,2014
2014-04-01,Luftverkehrsteuer,233.0,2014-04-01,,4,69.0,,262.0,949.0,2014
2014-05-01,Luftverkehrsteuer,315.0,2014-05-01,,5,82.0,,324.0,969.0,2014
2014-06-01,Luftverkehrsteuer,399.0,2014-06-01,,6,84.0,,420.0,957.0,2014
2014-07-01,Luftverkehrsteuer,488.0,2014-07-01,,7,89.0,,505.0,961.0,2014
2014-08-01,Luftverkehrsteuer,585.0,2014-08-01,,8,97.0,,596.0,967.0,2014
2014-09-01,Luftverkehrsteuer,683.0,2014-09-01,,9,98.0,,680.0,981.0,2014
2014-10-01,Luftverkehrsteuer,780.0,2014-10-01,,10,97.0,,783.0,975.0,2014
2014-11-01,Luftverkehrsteuer,872.0,2014-11-01,,11,92.0,,874.0,976.0,2014
2014-12-01,Luftverkehrsteuer,990.0,2014-12-01,,12,118.0,,978.0,990.0,2014
2015-01-01,Luftverkehrsteuer,34.0,2015-01-01,,1,34.0,,36.0,988.0,2015
2015-02-01,Luftverkehrsteuer,94.0,2015-02-01,,2,60.0,,99.0,985.0,2015
2015-03-01,Luftverkehrsteuer,159.0,2015-03-01,,3,65.0,,164.0,985.0,2015
2015-04-01,Luftverkehrsteuer,245.0,2015-04-01,,4,86.0,,233.0,1002.0,2015
2015-05-01,Luftverkehrsteuer,322.0,2015-05-01,,5,77.0,,315.0,997.0,2015
2015-06-01,Luftverkehrsteuer,416.0,2015-06-01,,6,94.0,,399.0,1007.0,2015
2015-07-01,Luftverkehrsteuer,504.0,2015-07-01,,7,88.0,,488.0,1006.0,2015
2015-08-01,Luftverkehrsteuer,607.0,2015-08-01,,8,103.0,,585.0,1012.0,2015
2015-09-01,Luftverkehrsteuer,711.0,2015-09-01,,9,104.0,,683.0,1018.0,2015
2015-10-01,Luftverkehrsteuer,805.0,2015-10-01,,10,94.0,,780.0,1015.0,2015
2015-11-01,Luftverkehrsteuer,906.0,2015-11-01,,11,101.0,,872.0,1024.0,2015
2015-12-01,Luftverkehrsteuer,1023.0,2015-12-01,,12,117.0,,990.0,1023.0,2015
2016-01-01,Luftverkehrsteuer,38.0,2016-01-01,,1,38.0,,34.0,1027.0,2016
2016-02-01,Luftverkehrsteuer,107.0,2016-02-01,,2,69.0,,94.0,1036.0,2016
2016-03-01,Luftverkehrsteuer,178.0,2016-03-01,,3,71.0,,159.0,1042.0,2016
2016-04-01,Luftverkehrsteuer,265.0,2016-04-01,,4,87.0,,245.0,1043.0,2016
2016-05-01,Luftverkehrsteuer,345.0,2016-05-01,,5,80.0,,322.0,1046.0,2016
2016-06-01,Luftverkehrsteuer,436.0,2016-06-01,,6,91.0,,416.0,1043.0,2016
2016-07-01,Luftverkehrsteuer,521.0,2016-07-01,,7,85.0,,504.0,1040.0,2016
2016-08-01,Luftverkehrsteuer,634.0,2016-08-01,,8,113.0,,607.0,1050.0,2016
2016-09-01,Luftverkehrsteuer,736.0,2016-09-01,,9,102.0,,711.0,1048.0,2016
2016-10-01,Luftverkehrsteuer,842.0,2016-10-01,,10,106.0,,805.0,1060.0,2016
2016-11-01,Luftverkehrsteuer,937.0,2016-11-01,,11,95.0,,906.0,1054.0,2016
2016-12-01,Luftverkehrsteuer,1074.0,2016-12-01,,12,137.0,,1023.0,1074.0,2016
2017-01-01,Luftverkehrsteuer,40.0,2017-01-01,,1,40.0,,38.0,1076.0,2017
2017-02-01,Luftverkehrsteuer,112.0,2017-02-01,,2,72.0,,107.0,1079.0,2017
2017-03-01,Luftverkehrsteuer,190.0,2017-03-01,,3,78.0,,178.0,1086.0,2017
2017-04-01,Luftverkehrsteuer,278.0,2017-04-01,,4,88.0,,265.0,1087.0,2017
2017-05-01,Luftverkehrsteuer,374.0,2017-05-01,,5,96.0,,345.0,1103.0,2017
2017-06-01,Luftverkehrsteuer,468.0,2017-06-01,,6,94.0,,436.0,1106.0,2017
2017-07-01,Luftverkehrsteuer,571.0,2017-07-01,,7,103.0,,521.0,1124.0,2017
2017-08-01,Luftverkehrsteuer,675.0,2017-08-01,,8,104.0,,634.0,1115.0,2017
2017-09-01,Luftverkehrsteuer,782.0,2017-09-01,,9,107.0,,736.0,1120.0,2017
2017-10-01,Luftverkehrsteuer,884.0,2017-10-01,,10,102.0,,842.0,1116.0,2017
2017-11-01,Luftverkehrsteuer,1000.0,2017-11-01,,11,116.0,,937.0,1137.0,2017
2017-12-01,Luftverkehrsteuer,1121.0,2017-12-01,,12,121.0,,1074.0,1121.0,2017
2018-01-01,Luftverkehrsteuer,35.0,2018-01-01,,1,35.0,,40.0,1116.0,2018
2018-02-01,Luftverkehrsteuer,110.0,2018-02-01,,2,75.0,,112.0,1119.0,2018
2018-03-01,Luftverkehrsteuer,193.0,2018-03-01,,3,83.0,,190.0,1124.0,2018
2018-04-01,Luftverkehrsteuer,291.0,2018-04-01,,4,98.0,,278.0,1134.0,2018
2018-05-01,Luftverkehrsteuer,382.0,2018-05-01,,5,91.0,,374.0,1129.0,2018
2018-06-01,Luftverkehrsteuer,482.0,2018-06-01,,6,100.0,,468.0,1135.0,2018
2018-07-01,Luftverkehrsteuer,584.0,2018-07-01,,7,102.0,,571.0,1134.0,2018
2018-08-01,Luftverkehrsteuer,707.0,2018-08-01,,8,123.0,,675.0,1153.0,2018
2018-09-01,Luftverkehrsteuer,818.0,2018-09-01,,9,111.0,,782.0,1157.0,2018
2018-10-01,Luftverkehrsteuer,940.0,2018-10-01,,10,122.0,,884.0,1177.0,2018
2018-11-01,Luftverkehrsteuer,1057.0,2018-11-01,,11,117.0,,1000.0,1178.0,2018
2018-12-01,Luftverkehrsteuer,1187.0,2018-12-01,,12,130.0,,1121.0,1187.0,2018
2008-01-01,Ergänzungszuweisungen an Länder,0.0,2008-01-01,,1,0.0,,0.0,,2008
2008-02-01,Ergänzungszuweisungen an Länder,0.0,2008-02-01,,2,0.0,,0.0,,2008
2008-03-01,Ergänzungszuweisungen an Länder,-3603.0,2008-03-01,,3,-3603.0,,0.0,,2008
2008-04-01,Ergänzungszuweisungen an Länder,-3603.0,2008-04-01,,4,0.0,,0.0,,2008
2008-05-01,Ergänzungszuweisungen an Länder,-3613.0,2008-05-01,,5,-10.0,,0.0,,2008
2008-06-01,Ergänzungszuweisungen an Länder,-7259.0,2008-06-01,,6,-3646.0,,0.0,,2008
2008-07-01,Ergänzungszuweisungen an Länder,-7259.0,2008-07-01,,7,0.0,,0.0,,2008
2008-08-01,Ergänzungszuweisungen an Länder,-7259.0,2008-08-01,,8,0.0,,0.0,,2008
2008-09-01,Ergänzungszuweisungen an Länder,-11093.0,2008-09-01,,9,-3834.0,,0.0,,2008
2008-10-01,Ergänzungszuweisungen an Länder,-11093.0,2008-10-01,,10,0.0,,0.0,,2008
2008-11-01,Ergänzungszuweisungen an Länder,-11093.0,2008-11-01,,11,0.0,,0.0,,2008
2008-12-01,Ergänzungszuweisungen an Länder,-14850.0,2008-12-01,,12,-3757.0,,0.0,-14850.0,2008
2009-01-01,Ergänzungszuweisungen an Länder,0.0,2009-01-01,,1,0.0,,0.0,-14850.0,2009
2009-02-01,Ergänzungszuweisungen an Länder,0.0,2009-02-01,,2,0.0,,0.0,-14850.0,2009
2009-03-01,Ergänzungszuweisungen an Länder,-3445.0,2009-03-01,,3,-3445.0,,-3603.0,-14692.0,2009
2009-04-01,Ergänzungszuweisungen an Länder,-3445.0,2009-04-01,,4,0.0,,-3603.0,-14692.0,2009
2009-05-01,Ergänzungszuweisungen an Länder,-3445.0,2009-05-01,,5,0.0,,-3613.0,-14682.0,2009
2009-06-01,Ergänzungszuweisungen an Länder,-6891.0,2009-06-01,,6,-3446.0,,-7259.0,-14482.0,2009
2009-07-01,Ergänzungszuweisungen an Länder,-6891.0,2009-07-01,,7,0.0,,-7259.0,-14482.0,2009
2009-08-01,Ergänzungszuweisungen an Länder,-6891.0,2009-08-01,,8,0.0,,-7259.0,-14482.0,2009
2009-09-01,Ergänzungszuweisungen an Länder,-10245.0,2009-09-01,,9,-3354.0,,-11093.0,-14002.0,2009
2009-10-01,Ergänzungszuweisungen an Länder,-10245.0,2009-10-01,,10,0.0,,-11093.0,-14002.0,2009
2009-11-01,Ergänzungszuweisungen an Länder,-10245.0,2009-11-01,,11,0.0,,-11093.0,-14002.0,2009
2009-12-01,Ergänzungszuweisungen an Länder,-13462.0,2009-12-01,,12,-3217.0,,-14850.0,-13462.0,2009
2010-01-01,Ergänzungszuweisungen an Länder,0.0,2010-01-01,,1,0.0,,0.0,-13462.0,2010
2010-02-01,Ergänzungszuweisungen an Länder,0.0,2010-02-01,,2,0.0,,0.0,-13462.0,2010
2010-03-01,Ergänzungszuweisungen an Länder,-3188.0,2010-03-01,,3,-3188.0,,-3445.0,-13205.0,2010
2010-04-01,Ergänzungszuweisungen an Länder,-3188.0,2010-04-01,,4,0.0,,-3445.0,-13205.0,2010
2010-05-01,Ergänzungszuweisungen an Länder,-3188.0,2010-05-01,,5,0.0,,-3445.0,-13205.0,2010
2010-06-01,Ergänzungszuweisungen an Länder,-6348.0,2010-06-01,,6,-3160.0,,-6891.0,-12919.0,2010
2010-07-01,Ergänzungszuweisungen an Länder,-6348.0,2010-07-01,,7,0.0,,-6891.0,-12919.0,2010
2010-08-01,Ergänzungszuweisungen an Länder,-6348.0,2010-08-01,,8,0.0,,-6891.0,-12919.0,2010
2010-09-01,Ergänzungszuweisungen an Länder,-9731.0,2010-09-01,,9,-3383.0,,-10245.0,-12948.0,2010
2010-10-01,Ergänzungszuweisungen an Länder,-9731.0,2010-10-01,,10,0.0,,-10245.0,-12948.0,2010
2010-11-01,Ergänzungszuweisungen an Länder,-9710.0,2010-11-01,,11,21.0,,-10245.0,-12927.0,2010
2010-12-01,Ergänzungszuweisungen an Länder,-12880.0,2010-12-01,,12,-3170.0,,-13462.0,-12880.0,2010
2011-01-01,Ergänzungszuweisungen an Länder,0.0,2011-01-01,,1,0.0,,0.0,-12880.0,2011
2011-02-01,Ergänzungszuweisungen an Länder,0.0,2011-02-01,,2,0.0,,0.0,-12880.0,2011
2011-03-01,Ergänzungszuweisungen an Länder,-2996.0,2011-03-01,,3,-2996.0,,-3188.0,-12688.0,2011
2011-04-01,Ergänzungszuweisungen an Länder,-2996.0,2011-04-01,,4,0.0,,-3188.0,-12688.0,2011
2011-05-01,Ergänzungszuweisungen an Länder,-2996.0,2011-05-01,,5,0.0,,-3188.0,-12688.0,2011
2011-06-01,Ergänzungszuweisungen an Länder,-6104.0,2011-06-01,,6,-3108.0,,-6348.0,-12636.0,2011
2011-07-01,Ergänzungszuweisungen an Länder,-6104.0,2011-07-01,,7,0.0,,-6348.0,-12636.0,2011
2011-08-01,Ergänzungszuweisungen an Länder,-6104.0,2011-08-01,,8,0.0,,-6348.0,-12636.0,2011
2011-09-01,Ergänzungszuweisungen an Länder,-9240.0,2011-09-01,,9,-3136.0,,-9731.0,-12389.0,2011
2011-10-01,Ergänzungszuweisungen an Länder,-9240.0,2011-10-01,,10,0.0,,-9731.0,-12389.0,2011
2011-11-01,Ergänzungszuweisungen an Länder,-9240.0,2011-11-01,,11,0.0,,-9710.0,-12410.0,2011
2011-12-01,Ergänzungszuweisungen an Länder,-12110.0,2011-12-01,,12,-2870.0,,-12880.0,-12110.0,2011
2012-01-01,Ergänzungszuweisungen an Länder,0.0,2012-01-01,,1,0.0,,0.0,-12110.0,2012
2012-02-01,Ergänzungszuweisungen an Länder,0.0,2012-02-01,,2,0.0,,0.0,-12110.0,2012
2012-03-01,Ergänzungszuweisungen an Länder,-2812.0,2012-03-01,,3,-2812.0,,-2996.0,-11926.0,2012
2012-04-01,Ergänzungszuweisungen an Länder,-2812.0,2012-04-01,,4,0.0,,-2996.0,-11926.0,2012
2012-05-01,Ergänzungszuweisungen an Länder,-2812.0,2012-05-01,,5,0.0,,-2996.0,-11926.0,2012
2012-06-01,Ergänzungszuweisungen an Länder,-5671.0,2012-06-01,,6,-2859.0,,-6104.0,-11677.0,2012
2012-07-01,Ergänzungszuweisungen an Länder,-5671.0,2012-07-01,,7,0.0,,-6104.0,-11677.0,2012
2012-08-01,Ergänzungszuweisungen an Länder,-5671.0,2012-08-01,,8,0.0,,-6104.0,-11677.0,2012
2012-09-01,Ergänzungszuweisungen an Länder,-8495.0,2012-09-01,,9,-2824.0,,-9240.0,-11365.0,2012
2012-10-01,Ergänzungszuweisungen an Länder,-8495.0,2012-10-01,,10,0.0,,-9240.0,-11365.0,2012
2012-11-01,Ergänzungszuweisungen an Länder,-8495.0,2012-11-01,,11,0.0,,-9240.0,-11365.0,2012
2012-12-01,Ergänzungszuweisungen an Länder,-11621.0,2012-12-01,,12,-3126.0,,-12110.0,-11621.0,2012
2013-01-01,Ergänzungszuweisungen an Länder,0.0,2013-01-01,,1,0.0,,0.0,-11621.0,2013
2013-02-01,Ergänzungszuweisungen an Länder,0.0,2013-02-01,,2,0.0,,0.0,-11621.0,2013
2013-03-01,Ergänzungszuweisungen an Länder,-2448.0,2013-03-01,,3,-2448.0,,-2812.0,-11257.0,2013
2013-04-01,Ergänzungszuweisungen an Länder,-2448.0,2013-04-01,,4,0.0,,-2812.0,-11257.0,2013
2013-05-01,Ergänzungszuweisungen an Länder,-2448.0,2013-05-01,,5,0.0,,-2812.0,-11257.0,2013
2013-06-01,Ergänzungszuweisungen an Länder,-5317.0,2013-06-01,,6,-2869.0,,-5671.0,-11267.0,2013
2013-07-01,Ergänzungszuweisungen an Länder,-5317.0,2013-07-01,,7,0.0,,-5671.0,-11267.0,2013
2013-08-01,Ergänzungszuweisungen an Länder,-5317.0,2013-08-01,,8,0.0,,-5671.0,-11267.0,2013
2013-09-01,Ergänzungszuweisungen an Länder,-8025.0,2013-09-01,,9,-2708.0,,-8495.0,-11151.0,2013
2013-10-01,Ergänzungszuweisungen an Länder,-8050.0,2013-10-01,,10,-25.0,,-8495.0,-11176.0,2013
